282,1210,48,70,1,4,0,0
340,1208,44,76,1,4,0,0
399,1199,41,66,1,4,0,0
351,1154,38,54,1,4,0,0
300,1155,40,55,1,4,0,0
401,1142,37,57,1,5,0,0
420,1072,36,46,1,5,0,1
102,1425,112,75,1,4,1,1
24,1436,100,64,1,4,1,1
0,1443,46,56,1,4,1,1
1315,1304,97,50,1,4,0,0
1668,1400,107,63,1,4,0,0
1866,1415,106,64,1,4,0,0
1628,1126,87,47,1,4,0,0
1717,1111,91,46,1,4,0,0
1468,1021,68,41,1,4,0,0
1311,1071,79,44,1,4,0,0
1274,1033,43,47,1,4,0,0
1192,1048,38,51,1,4,0,0
1168,953,50,42,1,4,0,0
1129,1090,86,41,1,4,0,0
1797,955,34,40,1,4,0,0
1102,883,36,31,1,4,0,0
933,772,27,23,1,4,0,0
909,753,23,27,1,4,0,0
1040,742,35,25,1,4,0,0
808,869,31,33,1,4,0,0
591,676,19,23,1,4,0,0
549,549,14,14,1,4,0,0
582,403,10,10,1,4,0,0
585,367,9,8,1,4,0,0
605,354,6,5,1,4,0,0
583,354,7,5,1,4,0,0
626,353,5,6,1,4,0,0
619,343,9,6,1,5,0,0
632,344,20,9,1,9,0,1
588,334,25,9,0,11,0,1
621,316,17,20,0,0,0,0
584,350,8,6,1,4,0,1
580,363,8,7,1,4,0,1
576,366,8,6,1,4,0,1
573,371,8,6,1,4,0,1
580,359,9,7,1,4,0,1
568,400,13,8,1,4,0,1
566,383,7,7,1,4,0,1
559,388,10,10,1,4,0,1
553,407,9,9,1,4,0,1
554,401,9,8,1,4,0,1
557,396,10,8,1,4,0,1
544,421,24,8,1,4,0,1
519,459,13,11,1,4,0,1
525,449,12,9,1,4,0,1
504,483,12,11,1,4,0,1
503,489,11,12,1,4,0,1
498,500,14,14,1,4,0,1
499,516,13,13,1,4,0,1
496,526,15,12,1,4,0,1
496,537,15,14,1,4,0,1
515,573,16,14,1,4,0,1
500,579,11,14,1,4,0,1
497,593,16,18,1,4,0,1
502,642,29,21,1,4,0,1
449,672,19,24,1,4,0,1
451,656,18,24,1,5,0,1
447,646,18,24,1,5,0,1
450,636,14,18,1,5,0,1
450,616,16,20,1,5,0,1
634,468,14,16,1,4,0,1
633,487,19,20,1,9,0,1
640,510,22,26,1,9,0,1
651,541,14,13,1,4,0,1
675,610,11,15,1,8,0,1
705,631,12,17,1,8,0,0
667,574,18,18,1,4,0,2
504,658,26,24,1,5,0,1
534,688,34,23,1,4,0,1
482,694,56,24,1,5,0,1
503,715,23,29,1,4,0,1
508,742,36,28,1,4,0,1
498,797,48,34,1,4,0,1
444,752,23,33,1,4,0,1
798,626,44,14,1,4,0,2
801,634,41,15,1,4,0,2
813,642,41,15,1,4,0,1
847,696,44,18,1,4,0,1
935,664,42,18,1,4,0,0
991,675,41,19,1,4,0,0
952,658,14,12,1,10,0,2
764,695,13,12,1,3,0,1
853,772,50,20,1,4,0,1
853,782,59,24,1,4,0,1
974,766,51,23,1,4,0,1
962,756,49,24,1,4,0,1
953,742,54,27,1,5,0,1
1006,724,27,29,1,5,0,0
1044,906,48,53,1,5,0,1
1029,729,26,20,1,4,0,1
1075,735,38,25,1,4,0,2
1066,718,25,28,1,4,0,2
1002,798,53,23,1,4,0,1
1013,807,54,25,1,4,0,1
1063,795,30,27,1,4,0,1
936,843,7,23,1,1,0,1
930,845,5,20,1,1,0,1
930,848,7,24,1,1,0,0
847,765,26,15,1,3,0,1
996,850,37,34,1,4,0,1
1021,881,40,37,1,4,0,1
1056,831,48,33,1,4,0,1
1085,855,56,29,1,4,0,1
1128,911,46,43,1,4,0,0
1084,956,45,45,1,4,0,1
1121,997,57,40,1,4,0,2
1209,993,54,46,1,4,0,1
1216,1097,53,50,1,4,0,1
1042,1091,82,42,1,4,0,1
1059,1119,89,43,1,4,0,1
1084,1140,88,48,1,4,0,1
1221,1138,38,66,1,4,0,1
1267,1141,58,56,1,4,0,1
1303,1129,63,54,1,4,0,1
1350,1121,66,57,1,4,0,1
1391,1112,72,49,1,4,0,2
1390,1076,85,40,1,4,0,2
1329,1041,83,42,1,4,0,1
1522,1080,77,55,1,4,0,1
1534,1008,48,39,1,4,0,1
1561,990,71,40,1,4,0,1
1574,1080,66,44,1,4,0,1
1615,1067,69,52,1,4,0,1
1592,969,81,44,1,4,0,1
1623,953,78,44,1,4,0,1
1769,963,12,23,1,1,0,0
1653,1063,74,50,1,4,0,1
1693,1059,80,53,1,4,0,1
1724,1053,80,51,1,4,0,1
1753,1041,81,50,1,4,0,1
1799,1034,81,53,1,4,0,1
1761,1006,80,37,1,4,0,1
1859,1007,71,33,1,4,0,1
1850,949,77,40,1,4,0,1
1920,994,73,37,1,4,0,1
1942,944,58,36,1,4,1,0
1872,935,12,22,1,1,0,1
1955,1064,45,42,1,4,1,1
340,537,17,17,1,4,0,2
362,522,15,13,1,4,0,0
380,523,18,14,1,4,0,2
387,525,17,17,1,4,0,2
572,415,4,8,1,1,0,0
546,435,16,11,0,0,0,0
522,471,27,35,0,0,0,0
622,507,4,9,1,2,0,1
622,463,3,6,1,2,0,1
618,483,5,9,1,1,0,0
621,510,6,8,1,10,0,1
622,465,4,7,1,10,0,1
521,617,6,14,1,1,0,0
543,669,7,11,1,2,0,1
635,648,6,12,1,2,0,1
660,587,6,11,1,2,0,1
672,624,5,13,1,2,0,1
931,1078,12,23,1,2,0,1
1878,1234,18,35,1,2,0,1
543,674,7,11,1,10,0,1
635,653,7,11,1,10,0,1
672,627,5,11,1,3,0,1
661,588,5,12,1,3,0,1
931,1084,12,27,1,3,0,1
1869,1246,28,22,1,3,0,1
379,1266,12,32,1,1,0,0
452,1170,15,32,1,1,0,0
440,1140,18,23,1,2,0,1
484,813,6,17,1,2,0,1
485,818,7,17,1,3,0,1
463,604,5,18,1,1,0,1
806,749,6,18,1,1,0,0
