636,1109,169,205,1,4,0,0
552,959,114,119,1,4,0,0
850,629,91,71,1,4,0,0
777,582,87,63,1,5,0,0
725,545,71,53,1,5,0,0
663,509,61,48,1,4,0,0
624,473,56,45,1,5,0,0
585,457,51,43,1,4,0,0
509,409,46,33,1,4,0,0
495,394,31,29,1,4,0,0
480,381,36,21,1,4,0,1
472,392,8,25,1,2,0,0
469,405,16,17,1,10,0,0
455,363,38,25,1,4,0,0
439,342,32,28,1,4,0,0
419,327,34,28,1,4,0,0
397,301,24,24,1,4,0,0
389,294,24,23,1,4,0,1
218,412,41,39,1,4,0,0
98,457,38,38,1,4,0,1
93,428,63,35,1,4,0,1
88,406,71,27,1,4,0,1
68,392,53,21,1,4,0,1
75,374,41,23,1,4,0,1
0,521,49,42,1,4,1,1
0,484,18,35,1,4,1,1
93,330,37,27,1,4,0,0
92,321,32,13,1,4,0,1
102,289,28,25,1,4,0,0
237,199,21,14,1,4,0,0
376,276,26,19,1,4,0,0
370,254,26,20,1,4,0,0
367,244,23,17,1,4,0,0
367,203,7,13,1,1,0,0
339,223,6,10,1,2,0,1
339,227,9,10,1,10,0,1
261,179,17,15,1,4,0,0
276,179,9,10,1,4,0,0
426,142,12,9,1,4,0,0
286,128,90,43,0,0,0,0
