776,270,108,54,1,4,0,0
766,219,109,52,1,4,0,0
753,171,107,56,1,4,0,0
743,123,92,50,1,5,0,1
740,89,105,43,1,4,0,1
729,11,97,40,1,4,0,1
954,14,37,22,1,10,0,0
939,81,51,85,1,4,0,0
803,315,105,58,1,4,0,0
982,244,58,92,1,4,0,0
818,414,98,58,1,5,0,0
1086,222,58,99,1,4,0,0
1030,417,65,107,1,4,0,0
827,540,121,67,1,4,0,0
849,614,129,70,1,4,0,0
871,678,122,72,1,4,0,0
1077,616,75,118,1,4,0,0
876,779,109,69,1,5,0,0
902,856,115,70,1,4,0,0
893,926,153,75,1,4,0,0
910,1011,151,66,1,4,1,0
1298,858,89,142,1,4,0,1
1161,873,77,129,1,5,0,0
1172,522,194,308,1,9,0,0
1138,398,68,110,1,4,0,0
1025,56,65,106,1,6,0,1
1390,333,21,39,1,10,0,0
1387,504,22,28,1,1,0,0
1470,644,19,26,1,1,0,0
1510,651,22,33,1,1,0,0
1831,355,25,38,1,10,0,1
742,48,100,50,1,4,0,1
