640,866,143,184,1,4,1,0
1156,592,234,103,1,4,0,0
688,580,152,133,1,4,0,0
698,480,85,106,1,4,0,1
590,671,36,88,1,1,0,0
549,662,42,82,1,1,0,0
507,669,50,85,1,1,0,0
1101,521,223,93,1,4,0,1
1084,462,210,80,1,4,0,1
1126,439,154,67,1,4,0,2
1160,400,182,77,1,4,0,2
1216,343,153,71,1,4,0,2
1067,284,71,68,1,4,0,0
991,274,85,58,1,4,0,0
587,406,159,88,1,4,0,1
560,312,138,63,1,4,0,2
715,276,62,66,1,4,0,0
717,241,53,53,1,4,0,1
717,209,53,40,1,4,0,1
695,168,85,49,1,5,0,1
705,163,38,29,1,4,0,2
710,138,37,38,1,5,0,1
693,128,32,32,1,4,0,2
693,114,27,21,1,4,0,2
703,80,31,30,1,4,0,1
660,11,22,21,1,4,0,0
692,22,24,20,1,4,0,0
730,37,25,22,1,4,0,0
763,46,39,36,1,6,0,0
815,204,53,69,1,4,0,0
833,89,33,27,1,4,0,1
838,107,45,30,1,4,0,1
872,124,40,35,1,4,0,1
888,141,41,29,1,4,0,1
900,159,47,37,1,4,0,1
928,183,49,37,1,4,0,1
952,203,55,50,1,4,0,1
970,237,64,46,1,4,0,1
686,102,29,22,1,4,0,2
212,235,99,46,1,4,0,2
1250,762,150,126,1,4,1,1
