32,53,44,19,1,4,0,1
0,73,39,44,1,9,1,1
334,82,58,28,1,9,0,0
398,67,42,18,1,4,0,0
417,114,44,18,1,4,0,0
498,51,20,28,1,4,0,1
526,74,42,20,1,4,0,0
682,17,17,27,1,4,0,0
706,84,42,21,1,4,0,0
780,47,15,31,1,4,0,0
850,23,16,30,1,4,0,0
851,80,13,23,1,5,0,2
885,27,22,60,1,6,0,1
1278,43,35,50,1,6,0,1
962,120,61,28,1,9,0,0
1293,404,25,43,1,4,0,0
1096,673,26,62,1,6,0,0
1051,667,21,48,1,4,0,1
996,745,51,23,1,5,0,0
1001,675,34,36,0,11,0,1
925,626,37,138,1,9,0,0
727,635,25,50,1,5,0,0
623,601,24,53,1,5,0,0
608,437,19,43,1,5,0,0
449,395,19,36,1,5,0,0
573,421,9,20,1,10,0,1
573,424,8,12,1,2,0,0
634,105,38,21,1,4,0,0
504,194,17,32,1,4,0,0
387,120,32,71,1,9,0,1
553,208,7,16,1,10,0,1
551,208,7,12,1,2,0,0
547,167,17,29,1,4,0,2
584,176,16,27,1,4,0,2
622,172,15,34,1,4,0,2
693,189,18,40,1,4,0,1
613,246,18,36,1,4,0,0
893,82,98,39,1,9,0,1
1031,156,38,18,1,4,0,1
965,152,27,53,1,9,0,2
884,224,25,93,1,9,0,0
847,325,17,41,1,4,0,0
813,359,6,23,1,10,0,1
813,365,8,9,1,2,0,0
1199,171,21,46,1,6,0,2
15,675,10,8,0,0,0,0
84,711,55,76,1,9,1,0
68,673,35,42,1,5,0,0
19,620,38,43,1,5,0,0
