0,807,143,243,1,4,1,1
128,914,128,136,1,4,1,1
392,736,131,265,1,4,0,1
0,509,46,68,1,10,1,0
3,423,44,48,1,10,0,0
103,557,153,194,1,4,0,1
1003,646,159,191,1,4,0,0
911,494,140,153,1,4,0,0
888,376,105,125,1,4,0,0
728,382,79,110,1,4,0,0
436,507,101,179,1,5,0,1
195,382,133,179,1,5,0,0
857,298,83,82,1,4,0,0
465,375,86,128,1,4,0,0
305,436,105,156,1,4,0,1
1287,500,113,87,1,4,1,1
1315,628,85,73,1,4,1,1
1253,428,147,96,1,4,1,1
1242,358,158,80,1,4,1,1
1279,323,121,65,1,4,1,1
1269,228,31,43,1,1,0,0
1319,177,30,46,1,1,0,0
1341,165,31,38,1,1,0,1
1301,68,21,35,1,1,0,0
1302,69,14,30,1,1,0,1
1375,60,25,32,1,4,1,1
1266,56,101,40,1,4,0,1
1260,120,120,50,1,5,0,0
1150,152,101,67,1,5,0,1
1043,115,120,54,1,5,0,1
843,25,120,62,1,5,0,0
722,36,76,48,1,5,0,0
356,39,103,44,1,5,0,0
621,176,60,89,1,5,0,0
753,242,85,76,1,4,0,1
834,288,20,47,1,2,0,1
830,300,30,42,1,10,0,1
883,261,18,49,1,1,0,1
342,338,87,101,1,4,0,2
18,315,189,86,1,4,0,0
16,284,137,80,1,4,1,1
15,247,96,73,1,4,1,1
174,244,29,49,1,1,0,0
213,224,26,54,1,1,0,0
243,222,24,51,1,1,0,0
219,213,25,50,1,1,0,1
552,143,12,42,1,1,0,1
300,194,121,76,1,5,0,1
267,183,116,65,1,4,0,1
230,163,123,60,1,4,0,1
189,146,120,57,1,4,0,1
16,109,69,69,1,4,1,0
15,93,41,47,1,4,1,1
54,39,111,37,1,4,0,1
260,41,88,38,1,4,0,0
497,179,66,76,1,4,0,0
498,45,87,38,1,4,0,0
613,43,86,39,1,4,0,0
415,94,8,32,1,1,0,1
845,181,68,64,1,4,0,0
941,133,88,48,1,4,0,1
1106,165,107,75,1,4,0,1
1049,53,95,40,1,4,0,0
1155,54,98,38,1,4,0,0
101,125,13,29,1,10,0,0
99,103,108,40,1,4,0,2
0,91,55,45,1,4,1,0
0,124,11,23,1,1,1,0
